Date,Serial number,Model,PCB #,Panel (A-B),Shell,Source
2025-01-26,CH18700891,C/CGB-JPN-2,"05",1-7,💚 Kiwi,AU eBay
2025-01-21,CH18717195,C/CGB-JPN-2,"05",1-6,💜 Grape,AU eBay
2025-01-02,CH18755332,C/CGB-JPN-2,"05",1-1,🤍 Clear translucent,AU eBay
2024-08-08,CH18763444,C/CGB-JPN-2,"05",2-5,🩵 Teal,AU eBay
2025-01-21,CH18774833,C/CGB-EUR,"05",2-1,🩵 Teal,UK eBay
2025-01-10,CH18787795,C/CGB-EUR,"05",2-1,🩵 Teal,UK eBay
2024-05-28,CH18814873,C/CGB-EUR,"05",1-2,💟 Atomic purple,UK eBay
2024-06-02,CH18816796,C/CGB-EUR,"05",?-?,💟 Atomic purple,UK eBay
2024-06-01,CH18827075,C/CGB-EUR,"05",?-?,💟 Atomic purple,UK eBay
2022-08-07,CH18831555,C/CGB-EUR,"05",2-7,💟 Atomic purple,UK eBay
2024-05-04,CH18847917,C/CGB-EUR,"05",1-6,💜 Grape,UK eBay
2024-08-28,CH18935659,C/CGB-EUR,"05",2-7,💛 Dandelion,UK eBay
2023-05-27,CH19071280,C/CGB-EUR,"05",2-8,💟 Atomic purple,UK eBay
2022-06-27,CH19096881,C/CGB-EUR,?,?-?,🩵 Teal,UK eBay
2024-08-30,CH19172688,Reproduction,"05",2-2,💜 Grape,US eBay
2022-08-04,CH19200646,C/CGB-JPN-2,"05",2-1,💛 Dandelion,UK eBay
2025-05-29,CH19245134,C/CGB-EUR,"05",?-5,💜 Grape,UK eBay
2022-07-17,CH19249192,Reproduction,"05",?-?,💜 Grape,UK eBay
2025-06-18,CH19347344,C/CGB-EUR,"05",1-6,💛 Dandelion,DE eBay
2023-05-01,CH19358837,Reproduction,"04",11-1,💛 Dandelion,UK eBay
2022-07-19,CH19402608,C/CGB-EUR,"05",1-1,🩷 Berry,UK eBay
2025-06-06,CH19526233,C/CGB-EUR,"05",1-5,🩵 Teal,DE eBay
2022-06-30,CH19614885,C/CGB-JPN-2,"05",2-7,💟 Atomic purple,UK eBay
2025-01-03,CH19618274,C/CGB-JPN-2,"05",1-5,💟 Atomic purple,AU eBay
2024-07-15,CH19726653,C/CGB-EUR,"05",2-4,🩵 Teal,UK eBay
2024-09-05,CH19729802,Missing,"05",1-5,🩵 Teal,UK eBay
2024-06-25,CH19765615,C/CGB-EUR,"05",2-9,💜 Grape,UK eBay
2024-12-06,CH19820233,C/CGB-EUR,"05",1-2,💛 Dandelion,UK eBay
2024-05-14,CH19829646,C/CGB-EUR,"05",1-8,💛 Dandelion,UK eBay
2024-08-02,CH19862483,C/CGB-JPN-2,"03",1-1,💜 Grape,US eBay
2022-08-12,CH19913179,C/CGB-EUR,"05",2-4,💟 Atomic purple,UK eBay
2024-07-28,CH19941178,C/CGB-EUR,"05",1-5,🩵 Teal,UK eBay
2025-01-17,CH20017898,C/CGB-EUR,"05",1-1,🩷 Berry,UK eBay
2025-06-04,CH20088473,C/CGB-EUR,"05",1-9,💜 Grape,UK eBay
2024-07-19,CH20095481,C/CGB-EUR,"05",?-?,💜 Grape,UK eBay
2024-06-29,CH20173630,C/CGB-EUR,"05",2-7,💛 Dandelion,UK eBay
2024-08-26,CH20206148,C/CGB-EUR,"05",1-2,💚 Kiwi,UK eBay
2022-07-24,CH20206989,C/CGB-EUR,"05",1-2,💚 Kiwi,UK eBay
2024-06-29,CH20236708,Missing,"05",1-4,💚 Kiwi,UK eBay
2024-07-14,CH20358303,C/CGB-EUR,"05",2-1,💛 Dandelion,UK eBay
2024-08-18,CH20409368,C/CGB-EUR,"05",2-6,🩵 Teal,FR @3615Retro #3
2024-07-12,CH20455462,C/CGB-EUR,"05",1-9,💚 Kiwi,UK eBay
2024-07-15,CH20456536,C/CGB-EUR,"05",2-5,💚 Kiwi,UK eBay
2025-06-06,CH20584317,C/CGB-EUR,"05",2-5,🩵 Teal,DE eBay
2024-12-21,CH20614237,C/CGB-EUR,"05",1-?,💚 Kiwi,UK eBay
2024-05-24,CH20683638,C/CGB-EUR,"05",1-2,💛 Dandelion,UK eBay
2025-01-02,CH20772158,C/CGB-JPN-2,"05",2-?,💛 Dandelion,JP eBay
2024-08-29,CH20781315,Missing,"05",1-8,💜 Grape,JP eBay
2024-08-10,CH20788634,C/CGB-JPN-2,"05",1-2,💟 Atomic purple,JP eBay
2023-04-15,CH20799964,C/CGB-JPN-2,"05",2-8,💟 Atomic purple,JP eBay
2024-11-25,CH20801294,C/CGB-JPN-2,"05",1-5,💟 Atomic purple,JP eBay
2023-05-30,CH20811249,C/CGB-JPN-2,"05",2-6,💟 Atomic purple,gbhwdb.gekkio.fi
2024-07-19,CH20825742,C/CGB-JPN-2,"05",2-5,💟 Atomic purple,JP eBay
2024-11-15,CH20836174,C/CGB-JPN-2,"05",1-5,🤍 Clear translucent,US eBay
2024-09-08,CH20836737,C/CGB-JPN-2,"05",2-1,🤍 Clear translucent,JP eBay
2023-04-15,CH20849853,C/CGB-JPN-2,"05",1-4,🤍 Clear translucent,JP eBay
2024-09-03,CH20861013,C/CGB-JPN-2,"05",1-1,🩷 Berry,JP eBay
2024-11-25,CH20876036,C/CGB-JPN-2,"05",2-9,🩵 Teal,JP eBay
2024-08-30,CH20876042,C/CGB-JPN-2,"05",1-2,🩵 Teal,JP eBay
2022-07-26,CH20877470,C/CGB-JPN-2,"05",2-8,🩵 Teal,JP eBay
2025-01-15,CH20908435,C/CGB-JPN-2,"05",2-3,💜 Grape,UK eBay
2024-09-01,CH20924844,C/CGB-JPN-2,"05",2-5,💛 Dandelion,JP eBay
2024-10-26,CH20940968,C/CGB-JPN-2,"05",2-3,💟 Atomic purple,JP eBay
2022-08-14,CH20951737,C/CGB-JPN-2,"05",2-8,💟 Atomic purple,JP eBay
2024-08-05,CH20954775,C/CGB-JPN-2,"05",1-7,💟 Atomic purple,JP eBay
2023-04-15,CH20983014,C/CGB-JPN-2,"05",2-?,🩷 Berry,JP eBay
2023-05-30,CH20983903,C/CGB-JPN-2,"05",2-6,🩷 Berry,gbhwdb.gekkio.fi
2024-08-09,CH20983905,Missing,"05",2-4,🩷 Berry,JP eBay
2024-09-12,CH20989038,C/CGB-JPN-2,"05",2-5,🩷 Berry,JP eBay
2025-01-11,CH20989779,C/CGB-JPN-2,"05",2-9,🩷 Berry,JP eBay
2022-08-17,CH20992530,C/CGB-JPN-2,"05",1-7,🩷 Berry,JP eBay
2024-09-11,CH21003477,C/CGB-JPN-2,"05",1-?,🤍 Clear translucent,JP eBay
2025-05-28,CH21003934,C/CGB-JPN-2,"05",1-3,🤍 Clear translucent,UK eBay
2024-07-30,CH21005702,C/CGB-JPN-2,"05",1-6,🤍 Clear translucent,JP eBay
2024-08-30,CH21107026,Missing,"05",2-6,💟 Atomic purple,US eBay
2024-07-26,CH21109714,C/CGB-EUR,"05",1-1,💟 Atomic purple,UK eBay
2022-07-18,CH21115669,Reproduction,?,4-1,💟 Atomic purple,UK eBay
2025-06-06,CH21175276,Missing,"05",2-4,🩵 Teal,IT eBay
2024-11-22,CH21192972,Missing,"05",?-?,🩵 Teal,UK eBay
2022-06-28,CH21220746,C/CGB-EUR,"05",?-?,💜 Grape,UK eBay
2023-05-21,CH21275456,Missing,"05",2-6,💚 Kiwi,UK eBay
2025-06-17,CH21331262,C/CGB-EUR,"05",1-4,💛 Dandelion,ES eBay
2025-06-05,CH21424093,C/CGB-EUR,"05",2-1,💟 Atomic purple,DE eBay
2024-05-22,CH21444538,C/CGB-EUR,"05",2-5,🩵 Teal,UK eBay
2024-08-31,CH21446866,C/CGB-EUR,"05",2-6,🩵 Teal,UK eBay
2024-08-10,CH21470804,C/CGB-EUR,"05",2-6,🩵 Teal,UK eBay
2024-11-09,CH21482088,Missing,"05",1-8,🩵 Teal,UK eBay
2024-05-06,CH21486961,C/CGB-EUR,"05",2-2,🩵 Teal,UK eBay
2025-01-17,CH21493267,C/CGB-EUR,"05",1-8,🩵 Teal,UK eBay
2024-07-13,CH21494525,C/CGB-EUR,"05",1-1,🩵 Teal,UK eBay
2024-09-10,CH21494694,C/CGB-EUR,"05",1-8,🩵 Teal,UK eBay
2022-08-09,CH21495199,C/CGB-EUR,"05",2-2,🩵 Teal,UK eBay
2024-06-27,CH21522518,C/CGB-EUR,"05",1-4,💜 Grape,UK eBay
2022-08-11,CH21523292,C/CGB-EUR,"05",1-3,💜 Grape,UK eBay
2024-11-01,CH21529565,Missing,"05",1-6,💜 Grape,UK eBay
2024-11-30,CH21568722,Missing,"05",?-?,💛 Dandelion,DK eBay
2022-07-24,CH21650188,C/CGB-EUR,?,?-?,💛 Dandelion,UK eBay
2024-12-21,CH21655226,C/CGB-EUR,"05",?-5,💛 Dandelion,UK eBay
2024-05-18,CH21677754,C/CGB-EUR,"05",2-4,🩷 Berry,UK eBay
2022-08-11,CH21712996,C/CGB-JPN-2,"05",2-1,🤍 Clear translucent,UK eBay
2024-07-12,CH21729115,C/CGB-EUR,"05",2-?,🩵 Teal,UK eBay
2025-08-08,CH21736753,C/CGB-EUR,"05",1-4,🩵 Teal,DE eBay
2025-05-29,CH21742885,C/CGB-EUR,"05",2-9,🩵 Teal,UK eBay
2025-01-13,CH21755177,C/CGB-EUR,"05",1-8,🩵 Teal,UK eBay
2025-02-12,CH21768466,C/CGB-EUR,"05",1-1,🩵 Teal,UK Other
2024-06-30,CH21792456,C/CGB-POB-EUR,"05",2-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-01-05,CH21792777,Missing,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-09-04,CH21797922,C/CGB-POB-EUR,"05",1-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-13,CH21799154,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-25,CH21799516,Missing,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-07,CH21800539,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-16,CH21802336,C/CGB-POB-EUR,"05",1-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-26,CH21802391,C/CGB-POB-EUR,"05",2-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-18,CH21804894,C/CGB-POB-EUR,"05",1-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-12,CH21819620,C/CGB-POB-EUR,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-11,CH21819850,C/CGB-POB-EUR,"05",2-5,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-05-18,CH21821743,C/CGB-POB-EUR,"05",2-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-08,CH21824647,C/CGB-POB-EUR,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK Marketplace
2024-08-08,CH21827011,C/CGB-POB-EUR,"05",1-5,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-15,CH21827067,C/CGB-POB-EUR,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-06-29,CH21830171,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-08,CH21830284,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK Marketplace
2022-07-19,CH21834512,C/CGB-POB-EUR,"05",2-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-06-08,CH21835591,Missing,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK Vinted
2025-08-11,CH21850730,C/CGB-POB-EUR,"05",2-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-09,CH21856725,C/CGB-POB-EUR,"05",2-5,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-09-02,CH21856729,C/CGB-POB-EUR,"05",1-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2023-04-28,CH21860638,Missing,"05",2-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-13,CH21861435,C/CGB-POB-EUR,"05",1-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2023-05-02,CH21893229,C/CGB-POB-EUR,"05",2-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-04,CH21894628,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-02-05,CH21894633,C/CGB-POB-EUR,"05",1-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-06-18,CH21909491,C/CGB-EUR,"05",2-5,💟 Atomic purple,DE eBay
2024-11-17,CH21917069,C/CGB-EUR,"05",2-8,💟 Atomic purple,UK eBay
2025-06-18,CH21919116,C/CGB-EUR,"05",?-6,💟 Atomic purple,DE eBay
2023-05-20,CH21943447,C/CGB-EUR,"05",1-5,💟 Atomic purple,UK eBay
2023-05-07,CH21945659,C/CGB-EUR,"05",2-1,💟 Atomic purple,UK eBay
2022-07-21,CH21974415,C/CGB-EUR,"05",1-1,🩵 Teal,UK eBay
2024-07-07,CH21998427,C/CGB-EUR,"05",2-4,🩵 Teal,UK eBay
2025-02-05,CH22003131,C/CGB-EUR,"05",1-7,🩵 Teal,UK eBay
2025-02-05,CH22003922,C/CGB-EUR,"05",2-2,🩵 Teal,UK eBay
2024-12-06,CH22007950,C/CGB-EUR,"05",1-4,🩵 Teal,UK eBay
2024-07-07,CH22011038,C/CGB-EUR,"05",1-8,🩵 Teal,UK eBay
2024-06-25,CH22011882,C/CGB-EUR,"05",2-8,🩵 Teal,UK eBay
2024-05-06,CH22022986,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-24,CH22023263,C/CGB-POB-EUR,"05",1-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-11,CH22042895,C/CGB-POB-EUR,"05",2-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-06-05,CH22043321,C/CGB-POB-EUR,"05",1-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,IT eBay
2024-12-01,CH22045666,Missing,"05",1-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-12-14,CH22062662,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-09,CH22067943,Missing,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-06-28,CH22068928,C/CGB-POB-EUR,"05",2-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-02-05,CH22079337,C/CGB-POB-EUR,"05",2-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-17,CH22080294,C/CGB-POB-EUR,"05",2-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-01-23,CH22081801,C/CGB-POB-EUR,"05",1-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-11,CH22088694,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-06-05,CH22092737,C/CGB-POB-EUR,"05",1-5,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,IT eBay
2025-05-30,CH22095722,C/CGB-POB-EUR,"05",2-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-19,CH22108366,C/CGB-POB-EUR,"05",1-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-08,CH22115057,C/CGB-POB-EUR,"05",1-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK Marketplace
2025-05-27,CH22116411,C/CGB-POB-EUR,"05",2-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,AU eBay
2024-09-03,CH22120738,C/CGB-POB-EUR,"05",2-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-06-28,CH22124787,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-15,CH22135666,C/CGB-POB-EUR,"05",1-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-04-25,CH22136897,C/CGB-POB-EUR,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-19,CH22150224,C/CGB-POB-EUR,"05",1-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-04-29,CH22152373,C/CGB-POB-EUR,"05",1-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-30,CH22156502,C/CGB-POB-EUR,"05",1-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-02-03,CH22166571,C/CGB-POB-EUR,"05",1-6,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-19,CH22179311,C/CGB-POB-EUR,"05",2-1,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2023-05-17,CH22180351,C/CGB-POB-EUR,"05",2-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-10-26,CH22181023,C/CGB-POB-EUR,"05",1-5,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-12-05,CH22182431,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-06,CH22182711,C/CGB-POB-EUR,"05",2-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-12,CH22189396,C/CGB-POB-EUR,"05",2-6,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,JO eBay
2024-11-17,CH22195567,C/CGB-POB-EUR,"05",1-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,AU eBay
2022-08-05,CH22199896,C/CGB-POB-EUR,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-14,CH22200174,C/CGB-POB-EUR,?,1-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-01-05,CH22202790,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-16,CH22213774,C/CGB-JPN-2,"05",2-3,💛 Dandelion,UK eBay
2022-07-28,CH22228781,C/CGB-POB-EUR,"05",2-6,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-11,CH22237260,C/CGB-POB-EUR,"05",1-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-02,CH22245313,C/CGB-POB-EUR,"05",1-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-05-28,CH22245704,C/CGB-POB-EUR,"05",?-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,AU eBay
2022-08-14,CH22251055,C/CGB-POB-EUR,"05",2-8,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-18,CH22251171,Missing,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-06-30,CH22265640,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-17,CH22271002,Missing,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-14,CH22271020,C/CGB-POB-EUR,?,1-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-08,CH22272818,C/CGB-POB-EUR,"05",2-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-14,CH22278304,C/CGB-POB-EUR,"05",1-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-08-12,CH22285515,C/CGB-POB-EUR,"05",1-6,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-07-08,CH22292656,C/CGB-POB-EUR,"05",2-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK Marketplace
2024-06-07,CH22293355,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-06-05,CH22302797,C/CGB-POB-EUR,?,1-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,DE eBay
2025-02-07,CH22310109,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,AU eBay
2022-07-14,CH22315900,C/CGB-POB-EUR,"05",2-6,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-08-14,CH22318862,C/CGB-POB-EUR,"05",1-7,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-19,CH22322723,C/CGB-POB-EUR,"05",1-9,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2023-05-30,CH22323423,C/CGB-POB-EUR,"05",1-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-09-09,CH22344502,C/CGB-POB-EUR,"05",1-6,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-05-16,CH22346722,C/CGB-POB-EUR,"05",2-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2022-07-21,CH22366107,C/CGB-POB-EUR,"05",?-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-06-05,CH22387434,Missing,"05",2-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,IT eBay
2025-06-04,CH22402868,C/CGB-POB-EUR,"05",?-?,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,US eBay
2025-03-15,CH22407208,C/CGB-POB-EUR,"05",1-4,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,US YouTube
2024-06-27,CH22412930,C/CGB-POB-EUR,"05",1-5,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-12-14,CH22446771,C/CGB-EUR,"05",2-4,💟 Atomic purple,UK eBay
2022-06-28,CH22466747,Missing,"05",?-?,💟 Atomic purple,UK eBay
2022-08-04,CH22473551,C/CGB-POB-EUR,"05",1-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-09-12,CH22540162,C/CGB-POB-EUR,"05",1-3,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-05-08,CH22540824,C/CGB-POB-EUR,"05",1-2,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2025-01-15,CH22540920,C/CGB-POB-EUR,"05",?-5,💙 SE Pokemon w/ Pichu yellow/blue ⚡️,UK eBay
2024-11-14,CH22555487,Missing,"05",?-7,💜 Grape,US eBay
2024-09-12,CH22557384,C/CGB-JPN-2,"05",2-?,💜 Grape,JP eBay
2024-08-05,CH22575847,C/CGB-JPN-2,"05",1-4,💛 Dandelion,JP eBay
2024-08-10,CH22603659,C/CGB-JPN-2,"05",2-5,💟 Atomic purple,JP eBay
2024-07-27,CH22604793,C/CGB-JPN-2,"05",2-2,💟 Atomic purple,JP eBay
2025-01-13,CH22612898,C/CGB-JPN-2,"05",2-2,💟 Atomic purple,AU eBay
2024-09-02,CH22639863,C/CGB-JPN-2,"05",2-3,🩵 Teal,JP eBay
2022-08-11,CH22647976,C/CGB-EUR,"05",1-1,💟 Atomic purple,UK eBay
2022-08-06,CH22652670,C/CGB-EUR,"05",1-2,💟 Atomic purple,UK eBay
2022-08-04,CH22653706,C/CGB-EUR,"05",1-6,💟 Atomic purple,UK eBay
2023-05-02,CH22657753,C/CGB-EUR,"05",1-2,💟 Atomic purple,UK eBay
2022-06-28,CH22672737,C/CGB-EUR,"05",2-9,🩵 Teal,UK eBay
2023-04-27,CH22676364,C/CGB-EUR,"05",1-?,🩵 Teal,UK eBay
2022-06-28,CH22676873,C/CGB-EUR,"05",2-6,🩵 Teal,UK eBay
2024-07-08,CH22677205,C/CGB-EUR,"05",1-2,🩵 Teal,UK eBay
2025-06-02,CH22678069,C/CGB-EUR,"05",1-8,🩵 Teal,UK eBay
2025-06-04,CH22680656,C/CGB-EUR,"05",1-8,🩵 Teal,US eBay
2022-07-10,CH22688311,C/CGB-EUR,"05",2-5,🩵 Teal,UK eBay
2024-11-09,CH22690794,C/CGB-EUR,"05",2-7,🩵 Teal,UK eBay
2022-07-31,CH22691759,C/CGB-EUR,"05",1-3,🩵 Teal,UK eBay
2024-08-27,CH22695213,C/CGB-EUR,"05",2-3,🩵 Teal,UK eBay
2022-07-27,CH22695222,C/CGB-EUR,"05",2-5,🩵 Teal,UK eBay
2024-08-30,CH22696354,C/CGB-EUR,"05",1-7,🩵 Teal,UK eBay
2022-07-18,CH22702217,C/CGB-EUR,?,2-4,💟 Atomic purple,UK eBay
2022-07-30,CH22703306,C/CGB-EUR,"05",2-7,💟 Atomic purple,UK eBay
2024-08-19,CH22705353,C/CGB-EUR,"05",1-9,💟 Atomic purple,UK eBay
2022-08-09,CH22706775,C/CGB-EUR,"05",1-7,💟 Atomic purple,UK eBay
2022-06-27,CH22709523,C/CGB-EUR,"05",2-9,💟 Atomic purple,UK eBay
2024-05-15,CH22715131,C/CGB-EUR,"05",2-8,💟 Atomic purple,UK eBay
2022-07-26,CH22726660,Missing,"05",1-3,💟 Atomic purple,UK eBay
2023-04-14,CH22733576,C/CGB-EUR,"05",2-5,💟 Atomic purple,UK eBay
2024-08-08,CH22736564,C/CGB-EUR,"05",2-2,💟 Atomic purple,UK eBay
2024-09-01,CH22738885,C/CGB-EUR,"05",2-9,💟 Atomic purple,UK eBay
2022-06-28,CH22740900,C/CGB-EUR,"05",?-?,💟 Atomic purple,UK eBay
2025-05-29,CH22744291,C/CGB-EUR,"05",1-6,💟 Atomic purple,UK eBay
2025-05-29,CH22749323,C/CGB-EUR,"05",2-7,💟 Atomic purple,UK eBay
2024-05-24,CH22751584,C/CGB-EUR,"05",2-?,💟 Atomic purple,UK eBay
2022-07-05,CH22752643,C/CGB-EUR,"05",2-6,💟 Atomic purple,UK eBay
2024-04-22,CH22762004,C/CGB-EUR,"05",?-?,💟 Atomic purple,UK eBay
2024-08-15,CH22763328,C/CGB-EUR,"05",2-3,💟 Atomic purple,UK eBay
2024-10-31,CH22763880,C/CGB-EUR,"05",2-6,💟 Atomic purple,UK eBay
2022-07-10,CH22764836,C/CGB-EUR,"05",1-1,💟 Atomic purple,UK eBay
2024-11-22,CH22774170,C/CGB-EUR,"05",1-6,🩵 Teal,UK eBay
2024-07-27,CH22776276,C/CGB-EUR,"05",?-4,🩵 Teal,UK eBay
2025-02-05,CH22776870,C/CGB-EUR,"05",1-4,🩵 Teal,UK eBay
2022-08-14,CH22798661,Missing,"05",2-9,🩵 Teal,UK eBay
2022-07-24,CH22810220,C/CGB-EUR,"05",2-8,🩵 Teal,UK eBay
2023-04-25,CH22814690,Missing,"05",1-3,🩵 Teal,UK eBay
2025-06-18,CH22838594,Missing,"05",1-4,🩵 Teal,DE eBay
2022-07-25,CH22842660,C/CGB-EUR,"05",1-1,🩵 Teal,UK eBay
2024-05-04,CH22853254,C/CGB-JPN-2,"05",1-2,💟 Atomic purple,UK eBay
2024-12-30,CH22857771,Missing,"05",1-7,💟 Atomic purple,US eBay
