Serial number,Model,PCB #,Panel (A-B),Shell,Source,Date
C10003149,CGB-JPN,Blank,1-2,💜 Grape,DE eBay,2025-06-17
C10031816,CGB-EUR,Blank,1-1,💜 Grape,DE eBay,2025-11-05
C10033787,CGB-EUR,Blank,1-1,💜 Grape,DE eBay,2025-08-07
C10101593,CGB-JPN,Blank,1-1,💜 Grape,JP eBay,2024-11-05
C10101982,CGB-JPN,Blank,1-2,💜 Grape,JP eBay,2024-07-30
C10111172,CGB-EUR,Blank,1-1,💜 Grape,DE eBay,2025-11-13
C10138699,CGB-EUR,Blank,1-1,💜 Grape,US eBay,2024-09-04
C10167425,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-08-13
C10203977,CGB-JPN,Blank,1-2,💜 Grape,gbhwdb.gekkio.fi,2023-05-30
C10206485,CGB-JPN,Blank,1-1,💜 Grape,JP eBay,2024-07-29
C10206613,CGB-JPN,Blank,1-2,💜 Grape,DE eBay,2025-06-18
C10211599,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2022-06-28
C10230802,CGB-EUR,Blank,1-2,💜 Grape,DE eBay,2025-06-18
C10259594,CGB-EUR,Blank,1-1,💜 Grape,DE eBay,2025-11-18
C10290765,Missing,Blank,6-2,💜 Grape,DE eBay,2025-11-13
C10298975,CGB-JPN,Blank,1-2,🩵 Teal,JP eBay,2024-08-04
C10321663,CGB-EUR,Blank,6-1,💜 Grape,UK eBay,2024-12-01
C10336068,CGB-EUR,Blank,6-1,💜 Grape,UK eBay,2024-08-27
C10339123,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2025-05-28
C10339903,CGB-EUR,Blank,1-2,💜 Grape,gbhwdb.gekkio.fi,2023-05-30
C10340435,CGB-EUR,Blank,2-1,💜 Grape,UK eBay,2023-05-17
C10342618,CGB-EUR,Blank,2-1,💜 Grape,gbhwdb.gekkio.fi,2023-05-30
C10347304,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-12-05
C10371089,CGB-JPN,Blank,3-2,💛 Dandelion,JP eBay,2023-04-14
C10400331,CGB-JPN,Blank,5-1,🩷 Berry,gbhwdb.gekkio.fi,2023-05-30
C10410000,CGB-JPN,Blank,5-1,🩷 Berry,gbhwdb.gekkio.fi,2023-05-30
C10412198,CGB-JPN,Blank,1-2,🩷 Berry,JP eBay,2024-08-09
C10427204,CGB-JPN,Blank,5-2,🩷 Berry,gbhwdb.gekkio.fi,2023-05-30
C10471461,CGB-EUR,Blank,1-1,💜 Grape,DE eBay,2025-11-18
C10526287,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2022-06-28
C10530356,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-06-02
C10533155,CGB-EUR,Blank,4-?,💜 Grape,UK eBay,2024-06-07
C10533794,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-11-10
C10536287,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2022-07-19
C10537482,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2025-05-29
C10560319,CGB-JPN,Blank,1-2,🩷 Berry,JP eBay,2024-08-10
C10560639,CGB-JPN,Blank,2-1,🩷 Berry,JP eBay,2024-07-22
C10564261,CGB-JPN,Blank,1-1,🩷 Berry,JP eBay,2024-10-31
C10575345,CGB-JPN,Blank,4-1,💟 Atomic purple,JP eBay,2025-11-26
C10610814,CGB-EUR,Blank,5-1,💜 Grape,DE eBay,2025-11-26
C10627284,CGB-EUR,Blank,1-1,💟 Atomic purple,UK eBay,2022-08-02
C10656178,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2022-06-28
C10659438,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2023-05-27
C10659773,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-11-17
C10659800,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-12-14
C10680217,CGB-EUR,Blank,4-1,💜 Grape,UK eBay,2024-06-20
C10680983,CGB-EUR,Blank,4-1,💜 Grape,UK eBay,2024-07-15
C10684498,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2023-04-22
C10688719,Missing,Blank,2-2,💜 Grape,UK eBay,2024-06-06
C10689236,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2022-06-30
C10689631,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2022-07-17
C10689994,CGB-EUR,Blank,6-2,💜 Grape,UK eBay,2024-06-02
C10690909,CGB-JPN,Blank,1-1,💛 Dandelion,JP eBay,2024-07-30
C10697564,Missing,Blank,1-2,💜 Grape,UK eBay,2024-12-12
C10698368,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-07-31
C10698432,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2022-06-28
C10700559,CGB-EUR,Blank,5-2,💜 Grape,UK eBay,2022-06-28
C10701946,CGB-EUR,Blank,5-?,💜 Grape,UK eBay,2022-07-14
C10702150,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-05-24
C10703059,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-07-06
C10705354,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-07-28
C10709463,CGB-EUR,Blank,4-1,💜 Grape,UK eBay,2024-08-30
C10717344,CGB-JPN-1,Blank,3-1,💜 Grape,AU eBay,2024-09-16
C10726520,CGB-JPN,Blank,1-1,💛 Dandelion,JP eBay,2024-08-09
C10728773,CGB-JPN,Blank,5-2,💛 Dandelion,JP eBay,2024-07-30
C10737590,CGB-JPN,Blank,1-2,💛 Dandelion,JP eBay,2022-08-11
C10740895,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-08-13
C10742545,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2023-04-22
C10750307,CGB-EUR,Blank,6-2,💜 Grape,UK eBay,2024-11-11
C10753052,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-05-28
C10753106,CGB-EUR,Blank,1-1,💜 Grape,AU eBay,2024-12-07
C10753430,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-07-15
C10775143,CGB-JPN,Blank,5-2,💟 Atomic purple,JP eBay,2024-07-30
C10776857,CGB-JPN,Blank,1-2,💟 Atomic purple,UK eBay,2025-02-04
C10779059,CGB-JPN,Blank,1-2,💟 Atomic purple,JP eBay,2024-07-30
C10783284,CGB-JPN,Blank,?-1,💟 Atomic purple,UK eBay,2024-06-02
C10785757,CGB-JPN,Blank,4-1,💟 Atomic purple,JP eBay,2025-01-07
C10800629,CGB-EUR,Blank,2-1,💜 Grape,UK eBay,2024-05-06
C10801790,CGB-EUR,Blank,?-1,💜 Grape,UK eBay,2023-04-30
C10801824,CGB-EUR,Blank,4-2,💜 Grape,UK eBay,2024-11-23
C10803172,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2022-07-11
C10803301,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2025-05-29
C10804184,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2023-05-20
C10804852,CGB-EUR,Blank,6-2,💜 Grape,UK eBay,2025-01-16
C10808748,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-12-05
C10848384,CGB-EUR,Blank,3-1,💜 Grape,UK eBay,2022-08-12
C10861969,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-08-09
C10863381,CGB-EUR,Blank,5-1,💜 Grape,UK Vinted,2023-04-23
C10875825,CGB-EUR,Blank,1-1,💜 Grape,DE eBay,2025-11-07
C10881991,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2025-02-03
C10883035,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-04-28
C10885716,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-11-30
C10886340,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-11-17
C10887116,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-08-30
C10887172,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-08-18
C10887466,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2022-06-30
C10892380,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2023-05-21
C10893071,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2022-06-28
C10894253,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-08-10
C10909716,CGB-JPN-1,Blank,2-1,🤍 Clear translucent,gbhwdb.gekkio.fi,2023-05-30
C10933655,CGB-JPN-1,Blank,1-2,💜 Grape,AU eBay,2024-09-16
C10933725,CGB-JPN-1,Blank,1-2,💜 Grape,UK Vinted,2023-05-05
C10974183,CGB-JPN-1,"02",1-1,🩵 Teal,UK Vinted,2023-04-23
C10978375,CGB-JPN-1,"02",1-2,💟 Atomic purple,UK eBay,2023-05-17
C11005867,Missing,Blank,1-2,🤍 Clear translucent,JP eBay,2024-07-27
C11007633,CGB-JPN-1,Blank,1-1,🤍 Clear translucent,US eBay,2024-11-14
C11015822,CGB-JPN-1,Blank,1-1,🤍 Clear translucent,JP eBay,2024-08-29
C11019442,CGB-JPN-1,Blank,1-1,🤍 Clear translucent,JP eBay,2024-07-29
C11041023,Missing,"02",1-2,💜 Grape,JP eBay,2025-01-13
C11058691,CGB-JPN-1,"02",1-1,🤍 Clear translucent,JP eBay,2024-09-04
C11061346,CGB-JPN-1,"02",1-2,🤍 Clear translucent,JP eBay,2024-07-30
C11068339,Missing,"02",1-1,🤍 Clear translucent,JP eBay,2024-07-30
C11070295,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2022-08-01
C11075671,CGB-EUR,?,?-?,💜 Grape,UK eBay,2022-06-27
C11075970,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2024-09-05
C11079692,CGB-EUR,Blank,1-2,💜 Grape,UK eBay,2024-11-24
C11079770,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2023-05-01
C11105507,CGB-EUR,Blank,1-1,💜 Grape,UK eBay,2023-05-08
C11124705,CGB-JPN-1,"02",2-1,🤍 Clear translucent,JP eBay,2024-07-30
C11151506,CGB-EUR,Blank,1-1,💟 Atomic purple,DE eBay,2025-06-05
C11160006,CGB-EUR,Blank,6-2,💜 Grape,UK eBay,2024-08-19
C11166406,CGB-JPN-1,Blank,1-1,💛 Dandelion,JP eBay,2024-08-05
C11172548,CGB-JPN-1,Blank,2-1,💟 Atomic purple,JP eBay,2024-08-06
C11176068,CGB-JPN-1,"02",1-1,💟 Atomic purple,JP eBay,2024-08-29
C11190026,CGB-JPN-1,Blank,1-1,💟 Atomic purple,JP eBay,2025-11-26
C11198205,CGB-JPN-1,Blank,1-1,💟 Atomic purple,JP eBay,2025-01-13
C11200363,CGB-JPN-1,Blank,6-2,💟 Atomic purple,JP eBay,2024-08-05
C11204491,CGB-JPN-1,Blank,4-2,🩵 Teal,gbhwdb.gekkio.fi,2023-05-30
C11211070,CGB-JPN-1,Blank,?-?,💟 Atomic purple,JP eBay,2025-11-26
C11222784,CGB-JPN-1,Blank,4-2,🩵 Teal,JP eBay,2023-04-15
C11229580,CGB-JPN-1,"02",1-2,💟 Atomic purple,JP eBay,2024-08-22
C11230692,CGB-JPN-1,"02",1-1,🩷 Berry,JP eBay,2024-11-07
C11240974,CGB-JPN-1,"02",1-2,🩷 Berry,JP eBay,2022-08-14
C11250238,CGB-JPN-1,"02",4-2,🩵 Teal,JP eBay,2024-08-20
C11256725,CGB-JPN-1,"02",1-2,💟 Atomic purple,US eBay,2024-09-01
C11270128,CGB-JPN-1,"02",1-2,🩷 Berry,JP eBay,2024-11-30
C11271220,CGB-JPN-1,"02",1-1,🩷 Berry,JP eBay,2024-09-03
C11273233,CGB-JPN-1,"02",1-1,💟 Atomic purple,JP eBay,2024-08-05
C11289529,CGB-JPN-1,"02",5-2,🩵 Teal,JP eBay,2024-08-09
C11292262,CGB-JPN-1,"02",1-1,🩵 Teal,JP eBay,2024-08-10
C11309125,CGB-EUR,?,?-?,💟 Atomic purple,UK eBay,2022-06-27
C11359343,CGB-EUR,"02",5-2,💟 Atomic purple,UK eBay,2023-05-26
C11361340,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2022-07-14
C11363119,CGB-EUR,"02",1-1,💟 Atomic purple,UK eBay,2024-09-14
C11364876,CGB-EUR,"02",4-1,💟 Atomic purple,UK eBay,2022-06-27
C11367222,CGB-EUR,"02",5-2,💟 Atomic purple,UK eBay,2024-12-06
C11379302,CGB-JPN-1,Blank,1-2,💜 Grape,JP eBay,2024-09-04
C11381938,CGB-JPN-1,"02",1-1,💜 Grape,JP eBay,2025-01-13
C11382115,CGB-JPN-1,"02",1-1,💜 Grape,JP eBay,2025-01-13
C11382930,CGB-JPN-1,"04",?-1,💜 Grape,US eBay,2024-08-09
C11405665,CGB-JPN-1,"02",3-2,🩵 Teal,JP eBay,2024-09-08
C11430508,CGB-JPN-1,"02",?-1,💟 Atomic purple,CA eBay,2024-12-11
C11459134,CGB-EUR,"02",5-1,💟 Atomic purple,UK eBay,2023-05-01
C11460629,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2024-07-16
C11460701,CGB-EUR,"02",3-2,💟 Atomic purple,UK eBay,2024-07-27
C11461416,Missing,"02",2-2,💟 Atomic purple,UK eBay,2023-04-25
C11462827,CGB-EUR,"02",1-1,💟 Atomic purple,UK eBay,2024-07-13
C11464558,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2023-05-19
C11466232,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2022-07-20
C11466495,CGB-EUR,"02",6-2,💟 Atomic purple,UK eBay,2023-05-11
C11467208,CGB-EUR,"02",4-2,💟 Atomic purple,UK eBay,2024-05-03
C11474473,CGB-EUR,"02",5-2,💟 Atomic purple,UK eBay,2025-01-12
C11474531,Missing,"02",1-2,💟 Atomic purple,UK eBay,2024-11-01
C11475091,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2022-07-31
C11497733,CGB-EUR,Blank,1-2,💟 Atomic purple,UK eBay,2022-08-14
C11497958,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2023-04-24
C11516561,CGB-JPN-1,"02",3-2,🤍 Clear translucent,JP eBay,2024-09-04
C11523027,CGB-JPN-1,"02",1-2,🤍 Clear translucent,JP eBay,2024-11-29
C11525513,CGB-JPN-1,"02",1-1,🤍 Clear translucent,US eBay,2024-08-12
C11529140,CGB-JPN-1,"02",2-2,🤍 Clear translucent,JP eBay,2024-08-22
C11530381,CGB-JPN-1,"02",6-2,🤍 Clear translucent,JP eBay,2024-07-30
C11543856,CGB-EUR,"02",4-2,💟 Atomic purple,UK eBay,2023-05-14
C11558897,CGB-JPN-1,"02",1-1,💟 Atomic purple,JP eBay,2024-08-05
C11572500,CGB-JPN-1,"02",1-2,💟 Atomic purple,JP eBay,2024-09-01
C11580238,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2025-02-24
C11580820,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2023-05-02
C11582038,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2023-05-09
C11583827,CGB-EUR,"02",4-?,💟 Atomic purple,UK eBay,2024-11-30
C11613170,CGB-JPN-1,"02",4-2,💜 Grape,CA eBay,2024-12-10
C11629543,CGB-JPN-1,"02",1-2,🩵 Teal,UK eBay,2022-08-12
C11632354,CGB-JPN-1,"02",1-1,🩵 Teal,JP eBay,2024-09-02
C11638357,CGB-JPN-1,"02",1-2,🩵 Teal,JP eBay,2024-08-29
C11640437,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2024-05-22
C11645890,CGB-EUR,"02",6-1,💟 Atomic purple,UK eBay,2024-11-23
C11652096,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2024-05-15
C11654720,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2024-07-05
C11658415,Missing,"02",1-2,💟 Atomic purple,UK eBay,2024-08-30
C11663545,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2022-07-23
C11665812,CGB-EUR,"02",1-1,💟 Atomic purple,UK eBay,2024-11-24
C11672067,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2024-05-08
C11672478,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2023-05-24
C11672778,Missing,"02",1-1,💟 Atomic purple,UK eBay,2024-08-08
C11730784,CGB-JPN-1,"02",1-2,🤍 Clear translucent,JP eBay,2024-08-05
C11735535,CGB-JPN-1,"02",3-1,🤍 Clear translucent,JP eBay,2024-09-05
C11746475,CGB-JPN-1,"02",1-2,💟 Atomic purple,JP eBay,2024-08-05
C11768355,CGB-JPN-1,"02",1-2,💟 Atomic purple,JP eBay,2024-08-10
C11778414,CGB-JPN-1,"02",1-1,🩵 Teal,gbhwdb.gekkio.fi,2023-05-30
C11782610,CGB-JPN-1,"02",1-1,🩵 Teal,US eBay,2024-11-04
C11789925,CGB-JPN-1,"02",1-1,🩵 Teal,JP eBay,2024-08-29
C11802387,CGB-JPN-1,"02",1-2,💛 Dandelion,AU eBay,2025-01-02
C11812501,CGB-JPN-1,"02",4-2,💛 Dandelion,JP eBay,2024-09-02
C11875638,CGB-EUR,"02",1-1,💟 Atomic purple,DE eBay,2025-11-19
C11890567,CGB-EUR,"02",1-1,💟 Atomic purple,UK eBay,2025-02-03
C11946849,CGB-JPN-1,"02",4-1,💛 Dandelion,JP eBay,2024-07-27
C11947836,CGB-JPN-1,"02",1-1,🤍 Clear translucent,JP eBay,2024-09-02
C11953091,CGB-JPN-1,"02",1-1,💟 Atomic purple,US eBay,2025-05-30
C11957659,CGB-JPN-1,"04",?-?,💟 Atomic purple,US eBay,2024-09-12
C11964847,CGB-JPN-1,"02",?-?,💟 Atomic purple,JP eBay,2024-09-02
C11968702,CGB-JPN-1,"02",1-1,💟 Atomic purple,JP eBay,2025-06-06
C11974719,Missing,"02",?-1,💟 Atomic purple,JP eBay,2024-09-03
C11980416,CGB-JPN,"03",7-1,🩵 Teal,UK eBay,2022-08-14
C11985892,CGB-JPN-1,"02",1-1,🩵 Teal,JP eBay,2024-09-12
C11990941,CGB-JPN-1,"02",2-1,🩵 Teal,JP eBay,2024-08-10
C12001337,CGB-JPN-1,"03",1-1,💜 Grape,JP eBay,2024-08-22
C12003839,CGB-JPN-1,"03",6-1,💜 Grape,JP eBay,2024-09-03
C12025240,CGB-JPN-1,"03",2-1,💜 Grape,JP eBay,2024-07-27
C12043213,CGB-JPN-1,"04",4-2,💜 Grape,UK eBay,2022-08-09
C12059972,CGB-JPN-1,"02",1-2,💜 Grape,JP eBay,2024-08-10
C12061629,CGB-JPN-1,"02",1-2,🤍 Clear translucent,JP eBay,2024-09-04
C12078075,CGB-JPN-1,"02",1-2,🤍 Clear translucent,US eBay,2024-11-17
C12095135,CGB-EUR,"02",1-2,💟 Atomic purple,UK eBay,2022-07-31
C12107247,CGB-JPN-1,"02",5-2,🤍 Clear translucent,JP eBay,2025-01-31
C12148272,CGB-JPN-1,"02",5-1,💟 Atomic purple,JP eBay,2025-11-26
C12164266,CGB-JPN-1,"02",3-2,💜 Grape,JP eBay,2025-01-13
C12170549,CGB-JPN-1,?,?-?,🩵 Teal,UK eBay,2022-06-27
C12173723,CGB-JPN-1,"04",6-2,🩵 Teal,JP eBay,2024-07-27
C12176648,CGB-JPN-1,"04",11-1,🩵 Teal,JP eBay,2024-08-12
C12274985,Missing,"02",1-2,💜 Grape,JP eBay,2025-11-26
C12279663,Missing,"02",?-?,💜 Grape,JP eBay,2025-11-26
C12284687,CGB-JPN-1,"03",1-2,💜 Grape,JP eBay,2025-11-26
C12353117,CGB-JPN-1,"03",1-1,🤍 Clear translucent,JP eBay,2024-07-18
C12369323,CGB-JPN-1,"02",3-1,🤍 Clear translucent,US eBay,2024-08-27
C12374374,CGB-JPN-1,"03",1-1,💙 SE Pokemon w/ Togepi yellow/blue 🥚,JP eBay,2024-07-17
C12395884,CGB-EUR,"02",2-1,💜 Grape,US eBay,2025-10-24
C12473813,CGB-JPN-1,"02",1-1,🩷 Berry,JP eBay,2024-11-06
C12474840,CGB-JPN-1,"02",2-2,🩷 Berry,JP eBay,2024-11-07
C12480948,Missing,"03",4-2,🩷 Berry,US eBay,2024-11-04
C12490428,CGB-JPN-1,"02",1-1,🩷 Berry,JP eBay,2024-09-12
C12508889,CGB-JPN-1,"02",2-1,🌸 SE Hello Kitty w/ flower pink,JP J4U,2024-09-05
C12510366,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP J4U,2025-06-04
C12510766,CGB-JPN-1,?,1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-11-01
C12511415,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP J4U,2025-06-02
C12511874,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-07-21
C12513190,CGB-JPN-1,"02",?-1,🌸 SE Hello Kitty w/ flower pink,IE eBay,2024-09-16
C12513748,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-06-04
C12514581,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-05-24
C12514813,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-07-21
C12514994,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP Sendico,2024-07-11
C12515234,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-11-17
C12515478,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-11-27
C12517326,CGB-JPN-1,"03",6-1,🌸 SE Hello Kitty w/ flower pink,US eBay,2025-11-17
C12517542,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-07-07
C12519807,CGB-JPN-1,"03",1-2,🌸 SE Hello Kitty w/ flower pink,JP J4U,2025-06-02
C12520425,CGB-JPN-1,?,?-?,SE Panasonic Alkaline grape,JP eBay,2025-05-24
C12520784,CGB-JPN-1,?,?-?,SE Panasonic Alkaline grape,US eBay,2024-09-02
C12521243,CGB-JPN-1,"02",6-2,SE Panasonic Alkaline grape,AU eBay,2024-09-02
C12522134,CGB-JPN-1,"02",5-1,SE Panasonic Alkaline grape,AU eBay,2024-09-05
C12523358,CGB-JPN-1,?,?-?,SE Panasonic Alkaline grape,consolevariations,2024-08-02
C12524332,CGB-JPN-1,"02",2-1,SE Panasonic Alkaline grape,JP eBay,2025-05-24
C12524496,CGB-JPN-1,"04",1-2,SE Panasonic Alkaline grape,JP eBay,2024-08-02
C12550665,CGB-JPN-1,?,?-?,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-11-17
C12551100,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,US eBay,2025-11-17
C12551323,CGB-JPN-1,"03",2-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-11-16
C12553662,Missing,?,?-?,🌸 SE Hello Kitty w/ flower pink,US eBay,2024-12-23
C12553874,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,UK eBay,2024-06-20
C12554734,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP J4U,2025-06-03
C12556152,CGB-JPN-1,?,?-?,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-08-30
C12557123,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-11-26
C12559939,CGB-JPN-1,"03",6-2,🌸 SE Hello Kitty w/ flower pink,JP J4U,2025-06-04
C12560902,CGB-JPN-1,"03",2-1,🌸 SE Hello Kitty w/ flower pink,JP Sendico,2024-07-11
C12561358,CGB-JPN-1,?,?-?,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-12-24
C12561478,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,EU eBay,2024-07-07
C12564005,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-11-26
C12564745,CGB-JPN-1,"03",1-2,🌸 SE Hello Kitty w/ flower pink,JP J4U,2025-06-03
C12566282,CGB-JPN-1,"03",?-2,🌸 SE Hello Kitty w/ flower pink,UK eBay,2024-09-14
C12578678,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP J4U,2024-09-05
C12580583,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-11-01
C12580679,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-07-23
C12581806,CGB-JPN-1,?,1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-05-24
C12581876,CGB-JPN-1,"03",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-02-05
C12581953,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-11-26
C12583799,CGB-JPN-1,"03",6-2,🌸 SE Hello Kitty w/ flower pink,US eBay,2025-11-03
C12584457,CGB-JPN-1,"02",?-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-05-24
C12586337,CGB-JPN-1,"02",6-1,🌸 SE Hello Kitty w/ flower pink,JP J4U,2024-09-05
C12587928,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-06-19
C12588839,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-11-15
C12590695,CGB-JPN-1,"02",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-06-20
C12590707,CGB-JPN-1,"03",1-1,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-11-13
C12591164,CGB-JPN-1,?,?-?,🌸 SE Hello Kitty w/ flower pink,JP eBay,2024-11-01
C12592107,CGB-JPN-1,"02",1-2,🌸 SE Hello Kitty w/ flower pink,US eBay,2025-12-01
C12592941,CGB-JPN-1,"03",1-2,🌸 SE Hello Kitty w/ flower pink,JP eBay,2025-01-02
C12595451,CGB-JPN-1,"02",6-2,🌸 SE Hello Kitty w/ flower pink,JP J4U,2025-06-03
C12650783,CGB-JPN-1,"03",1-2,💛 Dandelion,JP eBay,2022-08-11
C12693031,Missing,"03",6-1,🩵 Teal,UK eBay,2024-06-18
C12699299,CGB-JPN-1,"03",1-2,🩵 Teal,JP eBay,2024-11-06
C12705127,CGB-JPN-1,"03",2-1,🩵 Teal,JP eBay,2024-08-30
C12728143,CGB-JPN-1,"03",1-1,💛 Dandelion,JP eBay,2022-08-14
C12731075,CGB-JPN-1,"03",2-1,💛 Dandelion,JP eBay,2024-08-14
C12733075,CGB-JPN-1,"03",1-2,💛 Dandelion,JP eBay,2024-11-25
C12745615,CGB-JPN-1,"03",6-2,💟 Atomic purple,JP eBay,2024-07-27
C12747407,CGB-JPN-1,"03",5-1,💟 Atomic purple,JP eBay,2024-11-25
C12754949,CGB-JPN-1,"03",7-1,💟 Atomic purple,JP eBay,2024-10-31
C12755973,Missing,"03",1-1,💟 Atomic purple,JP eBay,2025-11-29
C12762455,CGB-JPN-1,"03",3-1,💟 Atomic purple,JP eBay,2022-08-17
C12764254,CGB-JPN-1,"03",4-1,💟 Atomic purple,JP eBay,2024-08-05
C12816406,CGB-JPN-1,"03",1-1,💟 Atomic purple,JP eBay,2022-08-17
C12883315,CGB-JPN-1,"03",5-2,🩵 Teal,JP eBay,2024-08-05
C12884100,CGB-JPN-1,"03",6-2,🩵 Teal,JP eBay,2024-11-25
C12948025,CGB-JPN-1,"03",1-2,💜 Grape,UK eBay,2024-05-29
C12974343,CGB-JPN-1,"03",1-2,💜 Grape,JP eBay,2025-05-28
