Serial number,Model,PCB #,Panel (A-B),Shell,Source,Date
CG594303860,C/CGB-JPN-2,"05",2-2,💛 Dandelion,gbhwdb.gekkio.fi,2023-05-30
CG594433543,C/CGB-JPN-2,"05",?-?,💜 Grape,US eBay,2024-12-09
CG594484354,C/CGB-JPN-2,"05",1-6,💜 Grape,US eBay,2025-11-30
CG594718541,C/CGB-JPN-2,"05",2-9,💜 Grape,US eBay,2025-11-28
CG594826208,C/CGB-JPN-2,"05",1-6,💜 Grape,US eBay,2025-11-28
CG594874773,C/CGB-JPN-2,"05",2-4,💜 Grape,US eBay,2025-11-17
CG595002748,C/CGB-JPN-2,"05",2-9,💜 Grape,US eBay,2025-11-19
CG595261633,C/CGB-JPN-2,"05",1-7,🩵 Teal,US eBay,2024-12-06
CG595372575,C/CGB-JPN-2,"05",1-3,🩵 Teal,US eBay,2024-11-24
CG595669101,C/CGB-JPN-2,"05",2-5,💚 Kiwi,US eBay,2025-11-25
CG595691652,Missing,"05",1-6,💚 Kiwi,US eBay,2024-11-13
CG595712678,Missing,"05",2-1,💚 Kiwi,US eBay,2024-08-18
CG595846304,C/CGB-JPN-2,"05",?-?,💚 Kiwi,US eBay,2024-08-02
CG595922923,C/CGB-JPN-2,"05",1-8,💚 Kiwi,US eBay,2024-09-08
CG595980954,C/CGB-JPN-2,"05",1-6,💟 Atomic purple,US eBay,2025-11-25
CG596003409,C/CGB-JPN-2,"05",2-7,💟 Atomic purple,US eBay,2025-11-19
CG596324382,C/CGB-JPN-2,"05",1-4,💟 Atomic purple,US eBay,2024-09-14
CG596606532,C/CGB-JPN-2,"05",1-2,💟 Atomic purple,US eBay,2025-11-27
CG596676139,C/CGB-JPN-2,"05",2-2,💟 Atomic purple,US eBay,2024-08-19
CG596751812,C/CGB-JPN-2,"05",1-7,💟 Atomic purple,US eBay,2025-01-13
CG597142299,C/CGB-JPN-2,"05",?-2,💛 Dandelion,US eBay,2024-12-09
CG597542662,C/CGB-JPN-2,"05",2-2,💟 Atomic purple,US eBay,2024-11-15
CG597612631,C/CGB-JPN-2,"05",2-1,💟 Atomic purple,US eBay,2025-11-26
CG597881143,C/CGB-JPN-2,"05",2-1,💟 Atomic purple,US eBay,2024-08-17
CG598007603,C/CGB-JPN-2,"05",?-?,💟 Atomic purple,US eBay,2024-11-13
CG598230773,C/CGB-JPN-2,"05",1-9,🩵 Teal,US eBay,2024-11-15
CG598352970,C/CGB-JPN-2,"05",2-8,🩵 Teal,US eBay,2025-06-04
CG598384582,C/CGB-JPN-2,"05",1-9,🩵 Teal,US eBay,2024-12-05
CG598467865,C/CGB-JPN-2,"05",2-1,🩵 Teal,US eBay,2024-07-17
CG598980739,C/CGB-JPN-2,"03",1-2,💜 Grape,US eBay,2025-05-20
CG599016673,C/CGB-JPN-2,"05",1-2,💜 Grape,US eBay,2024-11-13
CG599182767,C/CGB-JPN-2,"05",1-4,💜 Grape,CA eBay,2024-08-12
CG599588927,C/CGB-JPN-2,"05",2-?,💛 Dandelion,US eBay,2024-12-01
CG599606539,C/CGB-JPN-2,"05",2-9,💛 Dandelion,US eBay,2025-11-28
CG599664027,C/CGB-JPN-2,"05",1-6,💛 Dandelion,US eBay,2025-11-03
CG599924596,C/CGB-JPN-2,"05",2-8,🩵 Teal,US eBay,2024-11-17
CG600143022,C/CGB-JPN-2,"05",2-9,🩵 Teal,US eBay,2024-11-17
CG600409302,Missing,"05",1-2,💚 Kiwi,US eBay,2024-08-14
CG600479404,C/CGB-JPN-2,"05",1-3,💚 Kiwi,US eBay,2025-11-28
CG600549435,C/CGB-JPN-2,"05",2-8,💚 Kiwi,DE eBay,2025-11-26
CG600596972,C/CGB-JPN-2,"05",2-3,💚 Kiwi,US eBay,2025-06-19
CG600717476,C/CGB-JPN-2,"05",1-9,💟 Atomic purple,US eBay,2024-09-12
CG600731403,C/CGB-JPN-2,"05",2-7,💟 Atomic purple,US eBay,2025-11-22
CG600889272,C/CGB-JPN-2,"05",1-4,💟 Atomic purple,US eBay,2025-11-16
CG601142253,C/CGB-JPN-2,"05",2-9,💟 Atomic purple,UK eBay,2024-11-11
CG601229763,C/CGB-JPN-2,"05",1-3,💟 Atomic purple,US eBay,2024-08-12
CG601279775,C/CGB-JPN-2,"05",2-2,💟 Atomic purple,US eBay,2024-11-16
CG601296697,C/CGB-JPN-2,"05",2-6,💟 Atomic purple,US eBay,2025-06-19
CG601336782,C/CGB-JPN-2,"05",2-4,💟 Atomic purple,gbhwdb.gekkio.fi,2023-05-30
CG601463594,C/CGB-POB-JPN-1,"05",2-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-11-03
CG601734984,C/CGB-POB-JPN-1,"05",2-7,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-08
CG601738401,C/CGB-POB-JPN-1,"05",2-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,UK eBay,2024-07-08
CG601773624,C/CGB-POB-JPN-1,"05",1-5,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-18
CG601873454,C/CGB-POB-JPN-1,"05",2-7,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-10-25
CG601995910,C/CGB-POB-JPN-1,"05",1-?,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-11-07
CG602048967,C/CGB-POB-JPN-1,"05",2-4,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-05-30
CG602175397,C/CGB-POB-JPN-1,"05",2-6,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-17
CG602468505,C/CGB-POB-JPN-1,"05",1-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-18
CG602471635,C/CGB-POB-JPN-1,"05",1-4,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-10-08
CG602500069,C/CGB-POB-JPN-1,"05",2-5,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-09-13
CG602508362,C/CGB-POB-JPN-1,"05",2-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-13
CG602519870,C/CGB-POB-JPN-1,"05",2-3,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-19
CG602579119,C/CGB-POB-JPN-1,"05",2-8,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-11-26
CG602583871,C/CGB-POB-JPN-1,"05",1-4,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-07-17
CG602701602,C/CGB-POB-JPN-1,"05",2-?,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-05-21
CG602781024,C/CGB-POB-JPN-1,"05",2-?,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-20
CG602909466,C/CGB-POB-JPN-1,"05",2-8,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-09-14
CG602911544,C/CGB-POB-JPN-1,"05",1-?,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-06-04
CG602920010,C/CGB-POB-JPN-1,"05",2-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-14
CG602921642,C/CGB-POB-JPN-1,"05",1-6,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-12
CG603015531,C/CGB-POB-JPN-1,?,?-?,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-09
CG603100732,C/CGB-POB-JPN-1,"05",1-9,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-11-11
CG603109797,C/CGB-POB-JPN-1,"05",2-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-11-18
CG603203952,C/CGB-POB-JPN-1,"05",2-4,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-16
CG603315792,C/CGB-POB-JPN-1,"05",2-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-12
CG603316140,C/CGB-POB-JPN-1,"05",1-4,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-12-06
CG603584945,C/CGB-POB-JPN-1,"05",1-4,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-12-31
CG603655836,Missing,"05",1-8,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-19
CG603798328,C/CGB-POB-JPN-1,"05",2-7,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-22
CG603871687,C/CGB-POB-JPN-1,?,?-?,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-10-08
CG604073417,C/CGB-POB-JPN-1,"05",1-3,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-12-31
CG604138840,C/CGB-POB-JPN-1,"05",2-8,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-14
CG604183819,C/CGB-POB-JPN-1,"05",2-9,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-14
CG604263665,C/CGB-POB-JPN-1,"05",1-9,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-08-28
CG604285414,C/CGB-POB-JPN-1,"05",2-5,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-28
CG604510509,C/CGB-POB-JPN-1,"05",1-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,DE eBay,2025-11-28
CG604604093,C/CGB-POB-JPN-1,"05",2-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-11-20
CG604711593,C/CGB-POB-JPN-1,"05",1-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-11-28
CG604841184,C/CGB-POB-JPN-1,?,?-?,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,JP eBay,2024-11-08
CG604881364,C/CGB-POB-JPN-1,"05",1-8,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US YouTube,2025-03-15
CG604944670,C/CGB-POB-JPN-1,"05",1-7,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-11-11
CG604980326,C/CGB-POB-JPN-1,"05",2-9,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-12-01
CG605003505,C/CGB-POB-JPN-1,"05",2-6,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-12-07
CG605037562,C/CGB-POB-JPN-1,"05",1-7,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-01-13
CG605091922,C/CGB-POB-JPN-1,"05",1-1,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2025-01-04
CG605188721,C/CGB-POB-JPN-1,"05",2-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,CA eBay,2024-07-27
CG605241952,C/CGB-POB-JPN-1,"05",1-3,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,CA eBay,2024-08-12
CG605362466,C/CGB-POB-JPN-1,"05",5-2,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,CA eBay,2024-12-26
CG605730968,Missing,"05",1-1,🩵 Teal,US eBay,2025-11-07
CG605939590,C/CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2025-01-05
CG606115214,C/CGB-JPN-2,"05",9-1,🩵 Teal,US eBay,2025-11-03
CG606172606,C/CGB-JPN-2,"05",2-2,🩵 Teal,US eBay,2024-08-28
CG606742304,C/CGB-JPN-2,"05",8-1,🩵 Teal,US eBay,2025-11-08
CG607021484,C/CGB-JPN-2,"05",5-2,💚 Kiwi,US eBay,2024-11-10
CG607368374,C/CGB-JPN-2,"06",5-1,💚 Kiwi,US eBay,2024-12-09
CG607567883,C/CGB-JPN-2,"05",6-2,💚 Kiwi,US eBay,2025-01-02
CG607641019,C/CGB-JPN-2,"06",?-?,💚 Kiwi,US eBay,2025-11-13
CG607832110,C/CGB-JPN-2,"05",9-1,💟 Atomic purple,US eBay,2025-11-30
CG607930694,C/CGB-JPN-2,"06",7-1,💟 Atomic purple,US eBay,2025-10-23
CG608212843,C/CGB-JPN-2,"05",7-2,💟 Atomic purple,US eBay,2024-08-19
CG608232261,C/CGB-JPN-2,"05",6-1,💟 Atomic purple,US eBay,2025-05-29
CG608257127,C/CGB-JPN-2,"05",2-2,💟 Atomic purple,US eBay,2025-11-30
CG608829720,C/CGB-JPN-2,"05",?-?,💟 Atomic purple,US eBay,2024-08-27
CG608951681,C/CGB-JPN-2,"05",8-2,💟 Atomic purple,US eBay,2024-11-06
CG609030521,C/CGB-JPN-2,"05",1-5,🩵 Teal,US eBay,2025-08-07
CG609048748,C/CGB-JPN-2,"05",8-?,🩵 Teal,US eBay,2024-11-21
CG609124190,C/CGB-JPN-2,"05",2-7,🩵 Teal,US eBay,2024-09-08
CG609134953,C/CGB-JPN-2,"05",1-8,🩵 Teal,US eBay,2024-08-13
CG609264827,C/CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2024-09-16
CG609414093,C/CGB-JPN-2,"05",5-2,🩵 Teal,US eBay,2024-08-27
CG609430086,C/CGB-JPN-2,"05",?-?,🩵 Teal,US eBay,2024-08-29
CG609438716,C/CGB-JPN-2,"05",8-2,🩵 Teal,US eBay,2024-09-15
CG609609376,C/CGB-JPN-2,"05",1-?,🩵 Teal,US eBay,2024-08-30
CG609892860,C/CGB-JPN-2,"05",2-2,🩵 Teal,US eBay,2025-01-02
CG609905843,C/CGB-JPN-2,"05",8-2,🩵 Teal,US eBay,2024-08-23
CG609909322,C/CGB-JPN-2,"05",?-?,🩵 Teal,US eBay,2025-10-16
CG610352001,C/CGB-JPN-2,"05",3-2,🩵 Teal,US eBay,2025-10-25
CG610368026,C/CGB-JPN-2,"05",2-4,🩵 Teal,US eBay,2025-10-25
CG610413788,C/CGB-JPN-2,"05",?-2,🩵 Teal,US eBay,2025-11-08
CG610538030,C/CGB-JPN-2,"05",3-2,🩵 Teal,US eBay,2024-08-12
CG610604278,C/CGB-JPN-2,"05",1-3,🩵 Teal,US eBay,2024-12-06
CG610706316,C/CGB-JPN-2,"05",?-1,🩵 Teal,CA eBay,2025-11-01
CG610737402,C/CGB-JPN-2,"05",8-1,🩵 Teal,US eBay,2024-12-12
CG610973688,C/CGB-JPN-2,"05",?-?,🩵 Teal,US eBay,2024-09-10
CG611353465,C/CGB-JPN-2,"05",3-2,🩵 Teal,US eBay,2025-05-27
CG611380201,C/CGB-JPN-2,"05",8-1,🩵 Teal,US eBay,2024-12-07
CG611385985,C/CGB-JPN-2,"05",7-2,🩵 Teal,US eBay,2024-09-08
CG611468510,C/CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2024-09-12
CG611530194,C/CGB-JPN-2,"05",6-2,🩵 Teal,US eBay,2024-09-08
CG611552592,C/CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2024-11-28
CG611802369,C/CGB-JPN-2,"05",8-1,💚 Kiwi,US eBay,2024-12-06
CG611993012,C/CGB-JPN-2,"05",1-5,💚 Kiwi,US eBay,2025-01-14
CG612075007,C/CGB-JPN-2,"06",8-2,💚 Kiwi,UK eBay,2022-07-04
CG612115086,C/CGB-JPN-2,"06",3-2,💚 Kiwi,US eBay,2024-12-24
CG612162684,C/CGB-JPN-2,"06",9-2,💚 Kiwi,US eBay,2025-10-28
CG612165937,C/CGB-JPN-2,"06",1-2,💚 Kiwi,US eBay,2024-09-12
CG612200829,C/CGB-JPN-2,"06",3-2,💚 Kiwi,US eBay,2025-11-26
CG612237603,C/CGB-JPN-2,"05",7-1,💚 Kiwi,US eBay,2024-11-24
CG612273366,C/CGB-JPN-2,"06",1-2,💚 Kiwi,US eBay,2024-09-12
CG612361643,C/CGB-JPN-2,"06",6-1,💚 Kiwi,US eBay,2025-11-19
CG612421040,C/CGB-JPN-2,"05",1-1,💚 Kiwi,US eBay,2024-11-26
CG612542707,C/CGB-JPN-2,"06",2-1,💚 Kiwi,US eBay,2025-01-17
CG612875065,C/CGB-JPN-2,"06",3-1,💚 Kiwi,US eBay,2025-05-30
CG613365787,C/CGB-JPN-2,"06",6-1,💟 Atomic purple,UK eBay,2022-07-14
CG613437347,C/CGB-JPN-2,"06",9-2,💟 Atomic purple,UK eBay,2022-07-18
CG613454184,C/CGB-JPN-2,"05",1-5,💟 Atomic purple,US eBay,2024-12-12
CG613640396,C/CGB-JPN-2,"05",2-1,💟 Atomic purple,US eBay,2024-11-08
CG613648903,C/CGB-JPN-2,"05",3-2,💟 Atomic purple,US eBay,2025-06-06
CG613674537,C/CGB-JPN-2,"05",2-?,💟 Atomic purple,US eBay,2024-12-06
CG613763729,C/CGB-JPN-2,"05",6-2,💟 Atomic purple,US eBay,2024-11-09
CG613999760,C/CGB-JPN-2,"06",7-1,💟 Atomic purple,US eBay,2024-11-09
CG614077641,C/CGB-JPN-2,"06",2-1,💟 Atomic purple,US eBay,2024-09-01
CG614399545,C/CGB-JPN-2,"05",1-9,💟 Atomic purple,US eBay,2024-11-06
CG614416679,C/CGB-JPN-2,"06",4-2,💟 Atomic purple,US eBay,2024-12-12
CG614602775,C/CGB-JPN-2,"06",6-1,💟 Atomic purple,US eBay,2025-11-28
CG614698204,C/CGB-JPN-2,"05",2-5,💟 Atomic purple,US eBay,2025-11-18
CG614728680,C/CGB-JPN-2,"06",8-1,💟 Atomic purple,US eBay,2025-01-28
CG614779033,C/CGB-JPN-2,"06",?-1,💟 Atomic purple,US eBay,2024-12-01
CG614926529,C/CGB-JPN-2,"06",?-1,💟 Atomic purple,US eBay,2024-08-28
CG614930113,C/CGB-JPN-2,"06",6-2,💟 Atomic purple,US eBay,2024-09-11
CG614955376,C/CGB-JPN-2,"06",8-1,💟 Atomic purple,US eBay,2025-10-28
CG614968338,C/CGB-JPN-2,"06",4-1,💟 Atomic purple,US eBay,2025-06-06
CG614995648,C/CGB-JPN-2,"06",8-2,💟 Atomic purple,US eBay,2025-05-21
CG615050148,C/CGB-JPN-2,"06",8-2,💟 Atomic purple,US eBay,2025-11-28
CG615131724,C/CGB-JPN-2,"05",2-1,💟 Atomic purple,US eBay,2025-10-28
CG615208235,C/CGB-JPN-2,"06",1-2,💟 Atomic purple,US eBay,2024-12-05
CG615284307,C/CGB-JPN-2,"06",6-1,💟 Atomic purple,US eBay,2024-08-10
CG615386339,C/CGB-JPN-2,"06",3-2,💟 Atomic purple,US eBay,2025-11-14
CG615407171,C/CGB-JPN-2,"05",4-2,💟 Atomic purple,US eBay,2024-08-16
CG615412434,C/CGB-JPN-2,"06",4-2,💟 Atomic purple,US eBay,2025-01-22
CG615512707,C/CGB-JPN-2,"05",1-1,💚 Kiwi,US eBay,2024-07-17
CG615532729,C/CGB-JPN-2,"05",5-1,💚 Kiwi,US eBay,2025-06-06
CG615597544,C/CGB-JPN-2,?,?-?,💚 Kiwi,US eBay,2024-11-23
CG615804796,C/CGB-JPN-2,"06",2-2,💚 Kiwi,US eBay,2025-06-04
CG616168378,C/CGB-JPN-2,"05",2-2,💚 Kiwi,US eBay,2025-11-14
CG616338924,C/CGB-JPN-2,"06",4-1,💚 Kiwi,US eBay,2025-11-19
CG616409693,C/CGB-JPN-2,"06",5-1,🩵 Teal,US eBay,2024-07-17
CG900162600,CGB-JPN-1,"03",4-1,💙 SE Pokemon w/ Togepi yellow/blue 🥚,US eBay,2025-01-04
CG900215498,CGB-JPN-1,"02",2-2,💚 Kiwi,US eBay,2024-11-21
CG900250352,CGB-JPN-1,?,?-?,💙 SE Pokemon w/ Togepi yellow/blue 🥚,US eBay,2024-12-30
CG900304970,CGB-JPN-1,"04",1-1,💙 SE Pokemon w/ Togepi yellow/blue 🥚,US eBay,2025-11-20
CG900315976,CGB-JPN-1,"05",4-2,💙 SE Pokemon w/ Togepi yellow/blue 🥚,US eBay,2024-09-12
CG900332706,CGB-JPN-1,"03",1-2,💙 SE Pokemon w/ Togepi yellow/blue 🥚,US eBay,2025-11-05
CG900343092,CGB-JPN-1,"03",1-1,💙 SE Pokemon w/ Togepi yellow/blue 🥚,US eBay,2024-11-30
CG900512979,CGB-JPN-2,"04",1-1,💜 Grape,US eBay,2024-07-29
CG900531055,C/CGB-JPN-2,"05",2-4,💚 Kiwi,US eBay,2025-01-11
CG900784727,CGB-JPN-2,"03",1-1,💟 Atomic purple,US eBay,2025-11-22
CG900962743,C/CGB-JPN-2,"05",2-1,💛 Dandelion,US eBay,2024-11-17
CG901325868,CGB-JPN-2,Blank,1-2,💟 Atomic purple,US eBay,2025-11-29
CG901334624,CGB-JPN-2,"04",3-2,💜 Grape,US eBay,2024-08-30
CG901348607,C/CGB-POB-JPN-1,"05",2-8,🩶 SE Pokemon w/ Pichu gold-silver ⚡️,US eBay,2024-07-29
,,,,,,
,,,, Copyright (C) Andrew C.E. Dent 2022-2025. ,,
,,,, This work is licensed under CC BY-NC-SA. See: ,,
,,,, https://creativecommons.org/licenses/by-nc-sa/4.0/ ,,
,,,, Provided “as is”- without warranty of any kind. ,,
,,,, (Last updated: 2025-12-01 / R04092) ,,
